"HONPRV";"Prestataires d'honoraires";
"HOROITM";"Articles horodatés";
"HRCPYREC";"Etat rapprochement société";
"HRCPYRECPAY";"Etat rapprochement société";
"HRCPYRECPM";"Etat rapprochement société";
"HRCPYRECTERM";"Etat rapprochement société";
"HRSAEQU";"Équité de l'emploi";
"HTMMAITXT";"Texte e-mails CRM";
"IDTCCE";"Index sections";
"ILOGIMG";"Images Ilog";
"IMCDETPRT";"Comparaison coûts";
"INCOTERM";"Incoterms";
"INCOTERMD";"Incoterms Détail";
"INTERVEN";"Intervention";
"INVDACPAR";"Paramétrage saisie factures tiers";
"ITCDET";"Détail coût pour impression";
"ITCDETPRT";"Articles - Coûts temporaire";
"ITCMAT";"Articles - Coûts temporaire";
"ITCMATCH";"Comparaison coûts";
"ITCNAT";"Détail natures - Coûts";
"ITCPITTMP";"Articles-coûts instant T";
"ITCWST";"Articles - Coûts temporaire";
"ITCWSTW";"Articles - Coûts temporaire";
"ITMABCWRK";"Calcul classe ABC";
"ITMBOM";"Articles - Nomenclatures";
"ITMBPC";"Articles - Clients";
"ITMBPS";"Articles-Fournisseurs";
"ITMBPSFCY";"Site article fournisseur";
"ITMCATEG";"Catégorie article";
"ITMCOMP";"Articles concurrents";
"ITMCOST";"Articles - Coûts";
"ITMCOSTPIT";"Articles-coûts instant T";
"ITMCPPLNK";"Lien Article/Concurrents";
"ITMCPTVER";"Paramétrage compteurs versions";
"ITMCUSNOM";"Nomenclature NC8 articles";
"ITMFACILIT";"Articles - Sites";
"ITMMASTER";"Articles";
"ITMMVT";"Cumuls Article-Site";
"ITMMVTHIS";"Historique cumuls Article-Site";
"ITMMVTPIT";"Cumuls article-site instant T";
"ITMSALES";"Articles - ventes";
"ITVPITTMP";"Cumuls article-site instant T";
"JSNX3DET";"Détail map. transfo. JSON-X3";
"JSNX3HEAD";"Mapper transformation JSON-X3 ";
"JSNX3TRAN";"Transfert JSON-X3";
"LABADCPRINT";"Paramétrage des étiquettes";
"LABELPRN";"Impression des étiquettes";
"LASTCUSMVT";"Derniers mvts clients";
"LASTSUPMVT";"Derniers mvts fournisseurs";
"LEAD";"Leads";
"LPN";"Identifiant contenant interne";
"MACHINES";"Parc client";
"MACITN";"Implantations machines";
"MACWARREQ";"Historique demande de garantie";
"MAILING";"Publipostage";
"MAILXML";"Publipostages XML";
"MAILXMLD";"Lignes publipostages XML";
"MARASSDEF";"Contenu des secteurs";
"MARASSREP";"Portefeuilles représentants";
"MARDEF";"Définitions des secteurs";
"MARDEFVAL";"Détails critères";
"MARREPSEC";"Affectations des secteurs";
"MARSCT";"Secteurs de marchés";
"MATCHCODE";"Lettres à utiliser";
"MATCHTOL";"Règle rapprochement";
"MATCSTW";"Calcul matière";
"MAXBUILD";"Quantité fabriquée maximum";
"MEDIA";"Campagne presse";
"MEMFOR";"Mémos";
"MESPAR";"Paramétrage MES";
"MFCDETPRT";"Détail matière";
"MFCMAT";"Détail matière";
"MFCNAT";"Détail natures - PRF";
"MFCSCRAP";"Prix de revient rebut";
"MFCTYPREL";"Comparaison coûts";
"MFCWST";"Détail opération";
"MFGANL";"Analyse OF";
"MFGCOST";"Prix de revient";
"MFGHEAD";"Ordres fabrication - entête";
"MFGHEADTRK";"Suivi  fabrication - entête";
"MFGITM";"Ordres fabrication - articles";
"MFGITMTRK";"suivi fabrication - articles";
"MFGMAT";"Ordres fabrication - matières";
"MFGMATREV";"OF - audit matières";
"MFGMATTRK";"Suivi fabrication - matières";
"MFGOPE";"Ordres fabrication - opérat.";
"MFGOPEREV";"OF - audit opérations";
"MFGOPETRK";"Suivi fabrication - opérat.";
"MFGPRN";"Ordres fabrication - documents";
"MFGSERDET";"OF - détail lien No série";
"MFGSERHDR";"OF - en-tête lien No série";
"MFGTRS";"Transaction  saisie production";
"MFGVERSION";"Changement version GPAO";
"MFGWIP";"Valorisation encours - entête";
"MGTWASTE";"Gestion des déchets";
"MIGX";"X3 People - Migration";
"MIGXTBLCMP";"Entête comparaison table migration";
"MIGXTBLDIF";"Diff schémas table migration";
"MIGXTBLMAP";"Mapping table migration";
"MKGLEVEL";"Niveau";
"MKGOPG";"Relations ciblages/opérations";
"MKGQUR";"Ciblages marketing";
"MKGQURPPL";"Populations intermédiaires";
"MMSDEFVAL";"Valeurs par défaut MMS";
"MMSPAR";"Paramétrage MMS";
"MTCAUTO";"Lettrage automatique";
"MTCBATCH";"Lettrage batch";
"MTCGAUTMP";"Préparation lettrage pièces";
"MTKCRDASW";"Fiches technique Réponses";
"MTOHEAD";"Réseau MTO";
"MTOLINK";"Affectations demande/ressource";
"NETAUTO";"Compensation";
"NOTCATEG";"Catégorie note";
"NOTE";"Notes";
"OMMRESULT";"Données de fusion";
"OMMRPT";"Etat mailing";
"OPERATIONS";"Encours charge";
"OPPOR";"Affaire";
"OPPORCPP";"Concurrent affaire";
"OPPORCRM";"Affaire CRM";
"OPPORSBB";"Sous-projets affaire";
"OPPORSTA";"Etapes après vente affaires";
"OPPORSTB";"Etapes avant vente affaires";
"ORDCOMP";"Donneur d'ordre";
"ORDCOV";"Historique PEC encours";
"ORDERS";"En-cours";
"ORDOOPAR";"Paramétrage APS";
"ORDOPPAR";"Paramétrage PREACTOR";
"OVENAT";"Nature frais généraux";
"OVERHEAD";"Codes Frais généraux";
"PARESC";"Paramétrage des escalades";
"PARJAL";"Paramètres jalonnement";
"PARMRP";"Paramètres calculs besoins";
"PARMTO";"Règles d'affectation";
"PARSTA1";"Déclencheurs statistiques";
"PARSTA2";"Paramètres statistiques";
"PARSTALIG";"Lignes paramètres statistiques";
"PARSTOACC";"Paramètres stock-Interface";
"PARTAXUSA";"Paramètres taxes américaines";
"PARWIPACC";"Paramètre Wipcost-Interface";
"PARWIPACCS";"Paramètre Wipcost-Interface";
"PAYACCNUM";"Ecriture comptable règlement";
"PAYACCNUMD";"Ecriture comptable règlement";
"PAYFRM";"Bordereaux de paiement";
"PAYLOT";"Lot de saisie";
"PAYMENTA";"Lignes analytiques règlement";
"PAYMENTD";"Lignes règlement";
"PAYMENTH";"En-tête règlements";
"PAYMENTPORD";"Lignes règlement";
"PAYMENTPORH";"En-tête règlements";
"PAYMTCTMP";"Table temp lettrage règlements";
"PAYMTCTMP2";"Table temp lettrage règlements";
"PAYORDER";"Acomptes";
"PAYTMP";"Table temporaire règlements";
"PBDBPGRP";"Motif économique/familles tiers";
"PBDBPGRPD";"Motif économique/familles tiers";
"PBDCONFIG";"Configuration balance pmts";
"PBDCONFIGD";"Configuration balance pmts";
"PBDECOCOD";"Code motif économique";
"PBDECODITM";"Motif économique par article";
"PBDGEN";"Déclaration balance paiements";
"PBDGEND";"Détails décl balance paiements";
"PBDUICONF";"Paramétrage chps balance pmts";
"PBDUICONFD";"Lignes champs balance pmts";
"PDPDET";"Calcul plan directeur détail";
"PDPHEA";"Calcul plan directeur entête";
"PERIOD";"Périodes";
"PFOOTINV";"Eléments de facturation achats";
"PHONECALL";"Appel";
"PHONING";"Campagne d'appels";
"PIMPL";"Lien affaire";
"PINVOICE";"Factures d'achat";
"PINVOICED";"Factures d'achat détail";
"PINVOICEV";"Factures d'achat valorisation";
"PITCOUNT";"Comptage des points";
"PITDEB";"Débit de points";
"PITDEBD";"Débit de points (Lignes)";
"PIVOTS";"Pivots";
"PIVZON";"Zones du pivot";
"PIWRK";"Traçabilité temporaire pièces";
"PLGMKG";"Gestion du planning marketing";
"PLGOPG";"Gestion du planning marketing";
"PLMDEFVAL";"Valeurs par défaut PLM";
"PLMPAR";"Paramétrage PLM";
"POOL";"Pool bancaire";
"PORDER";"Commandes d'achat";
"PORDERC";"Commandes d'achat cumul av-ret";
"PORDERP";"Commandes d'achat Prix";
"PORDERQ";"Commandes d'achat quantités";
"PORDITM";"Commandes d'achat par article";
"PORQRC";"Données QR Portugal";
"POSCOD";"Codes postaux";
"PPREASON";"Motifs tarifs achats";
"PPRICCONF";"Paramétrage tarifs fournisseur";
"PPRICFICH";"Tarifs fournisseurs (fiches)";
"PPRICLINK";"Recherche tarifs achat (link)";
"PPRICLIST";"Tarifs fournisseurs";
"PPRIVARWRK";"Etat écart prix achat";
"PQUOTAT";"Appels d'offres";
"PQUOTATD";"Appels d'offre Détail article";
"PQUOTATF";"Appels d'offre detail fourn";
"PRECEIPT";"Réception";
"PRECEIPTD";"Réceptions Détail";
"PREPINVOICE";"Facture d'acompte";
"PREPINVOICED";"Détail factures d'acompte";
"PREPINVOICEF";"Factures définitives";
"PREPINVOICEP";"Paiements factures d'acompte";
"PREQUIS";"Demandes d'achat";
"PREQUISA";"Demandes d'achat Lien";
"PREQUISD";"Demandes d'achat Détail";
"PREQUISO";"Demandes d'achat Lien";
"PREREPORT";"Calcul devise Crystal report";
"PRESP";"Réponses appels d'offre";
"PRESPD";"Réponses appels d'offre Détail";
"PRESTCOV";"Prestations couvertes";
"PRETURN";"Retours";
"PRETURND";"Retours Détail";
"PRICSTRUCT";"Structure Tarifs (cli/four)";
"PRMDADSU";"Paramétrage extraction";
"PROROG";"Prorogation";
"PROROGPCE";"Prorogation";
"PRTSCRWRK";"Travail impression écrans";
"PTDSTKVAL";"Régularisation";
"PURTRS";"Transaction de saisie achats";
"PVCRFOOT";"Document achats -  Elt pied";
"PVCRVAT";"Document achats -  Taxes";
"PWRKORDERS";"Besoins pris en compte";
"PWRKPND";"Détail ligne retour temporaire";
"PWRKPNH";"Retour temporaire";
"PWRKPOC";"Article-contrat temporaire";
"PWRKPOP";"Article-contrat temporaire";
"PWRKPOQ";"Détail commande temporaire";
"PWRKPQF";"AOF ADR Fournis.  temporaire";
"PWRKPTD";"Réceptions Détail temporaire";
"PWRKPTH";"Réception temporaire";
"PWRKSTT";"Sous-traitance";
"PYHCAS";"Interface trésorerie";
"QLYCRD";"Fiches techniques";
"QLYCRDASW";"Fiches Qualité - Réponses";
"QLYCRDNQA";"Echantillonnage : Critères NQA";
"QLYCRDQST";"Fiches Qualité - Questions";
"QLYWRK";"Fichier travail  Réponses";
"QUEUE";"Queue";
"QURCRI";"Critères de ciblage";
"QURCRIVAL";"Valeurs de critères";
"QUREXTRACT";"Extraction des ciblages";
"QURTMP";"Traitement du ciblage";
"RCRINVOICE";"Factures périodiques";
"REACHPAR";"Paramétrage REACH";
"RELBANK";"Relevé des comptes bancaires";
"RELBANKREM";"Commentaires relevés bancaires";
"RELMT940D";"Fichier FMT940 (Lignes)";
"REPSEC";"Commerciaux secondaires";
"RESOURCES";"Ressources";
"RESRES";"Réservations de ressources";
"RHSBONFAC";"En-tête état SBONFACFRA";
"RITENZIONE";"Table des codes retenues";
"RLSBONFAC";"Lignes état SBONFACFRA";
"RLSBONFACI";"Elements facturation SBONFACFRA";
"RLSBONFACO";"Echéances SBONFACFRA";
"ROUOPE";"Gammes - Opérations";
"ROUOPESTD";"Opérations standard";
"ROUSCD";"Gamme - Jalonnement opérations";
"ROUTING";"Gammes - Entête";
"RPLWST";"Postes de charge de remplacemt";
"RVMVAL";"Versions de gammes";
"SAFTPTTMP1";"SAF-T";
"SALESREP";"Représentant";
"SALESTAX";"Etat TVA ventes";
"SALTRS";"Transaction de saisie ventes";
"SBGEO";"Zones intervention prestataire";
"SBODLINK";"Calcul qté composant (link)";
"SBPBL";"Compétences prestataire";
"SCHEDULING";"Jalonnement des O.F";
"SCHGD";"Ligne changement stock";
"SCHGH";"En-tête changement stock";
"SCMAPAR";"Paramétrage Prévision APS";
"SCMDPAR";"Paramétrage SCM n.SKEP";
"SCOHEAD";"Ordre de sous-traitance";
"SCOITM";"Ordre de sous-traitance";
"SCOMAT";"Ordre sous-traitance Matières";
"SCOSRV";"Ordre sous-traitance Service";
"SCOTRK";"Suivi de sous-traitance";
"SCPASW";"Réponses scripts d'appels";
"SCPQST";"Questions script d'appel";
"SCPQSTCND";"Conditions de cheminement";
"SCRIPT";"Script d'appel";
"SDELIVERY";"Entête de livraison";
"SDELIVERYD";"Détail livraison";
"SDELIVERYNO";"Notification livraison vente";
"SDELIVERYNOD";"Notification livraison vente";
"SEARESULT";"Résultat de recherche";
"SEASON";"Saisonnalités";
"SEAUTH";"Autorisations carte crédit";
"SEBPC";"Info clients pour passerelle";
"SECPST";"Secteur lead";
"SECPSTSEL";"Secteur lead sélection";
"SELCMG";"Liste des sélections marketing";
"SELCMGLIS";"Contenu sélections marketing";
"SELSSP";"Supports de sélections";
"SELSSPCPN";"Composants supports sélection";
"SEPAR";"Passerelles paiement";
"SEPRC";"Paramètres passerelle paiement";
"SERREQUEST";"Demandes de service";
"SETMAC";"Parc listé sur modèle demande";
"SETMACCPN";"Composants concernés";
"SETXN";"Transaction carte crédit";
"SFANAPAR";"Paramétrage SFA NA";
"SFOOTINV";"Eléments de facturation";
"SFTINDREF";"Temps hors production";
"SFTSHIFT";"Code équipe";
"SFTTEM";"Equipes";
"SFTTEMH";"Historique équipe";
"SFTTXN";"Transactions d'atelier";
"SFTTXNH";"Historique transaction atelier";
"SHIPDOC";"Documents expédition";
"SHIPMENT";"Expédition";
"SHIPMENTD";"Expédition détail";
"SHIPTRACK";"Suivi logistique expédition";
"SINCDET";"Définition révision tarifs lignes";
"SINCENT";"Définition révision tarifs";
"SINVOICE";"Factures vente";
"SINVOICED";"Détail facture de vente";
"SINVOICEDLOC";"Détail facture de vente";
"SINVOICELOC";"Factures vente";
"SINVOICEV";"Facture vente valorisation";
"SLFPITTMP";"Lot-site instant T";
"SLOTMD";"Ligne modification lot";
"SLOTMH";"En-tête modification lot";
"SMVTD";"Détail mouvement stock";
"SMVTDVAL";"Prix du mouvement";
"SMVTH";"En-tête mouvements";
"SOI";"Relevés";
"SOLRESULT";"Solutions trouvées";
"SOLUTION";"Solutions";
"SORDER";"Commandes de vente - Entête";
"SORDERC";"Commandes de vente - Cumul A/R";
"SORDERP";"Commandes de vente - Prix";
"SORDERQ";"Commandes de vente - Quantités";
"SPACK";"Colis livraison";
"SPACKD";"Détail colis livraison";
"SPPRTCONF";"Définition catalogue tarifs";
"SPREASON";"Motifs tarifs ventes";
"SPRICCONF";"Paramétrage tarifs client";
"SPRICFICH";"Tarifs clients (fiches)";
"SPRICINCR";"Augmentation des tarifs";
"SPRICLINK";"Recherche tarifs vente (link)";
"SPRICLIST";"Tarifs clients";
"SPRICPRTQ";"Catalogue tarifs ventes";
"SQUOTE";"Entête devis";
"SQUOTED";"Détail devis";
"SREMAC";"Parc concerné";
"SREMACCPN";"Composants concernés";
"SRESAT";"Historique états demandes";
"SRESTAT";"Statistiques demandes";
"SRETEMPL";"Modèle demande de service";
"SRETURN";"Entête retour vente";
"SRETURND";"Détail retour vente";
"STAT";"Statistiques";
"STATPRV";"Prévisions statistiques";
"STJTMP";"Journal des Stocks-Interface";
"STKMVTADJ";"Régularisation prix";
"STKMVTITC";"Mouvement en valeur en attente";
"STKREGWRK";"Régularisation prix";
"STKTRS";"Transactions stock";
"STOACCPAR";"Paramètre interface compta";
"STOADCSEARCH";"Paramétrage recherche stock";
"STOALL";"Allocations";
"STOCK";"Stocks";
"STOCOST";"Couts stocks FIFO";
"STOCOSTPIT";"Coût FIFO stock instant T";
"STOJOU";"Journal des Stocks";
"STOJOUOVE";"FG mouvements de stock";
"STOJOUVAL";"Valeurs mouvements de stock";
"STOLOC";"Emplacements";
"STOLOCAFF";"Affectation emplacements";
"STOLOCRES";"Travail emplacements";
"STOLOT";"Numéros de lot";
"STOLOTFCY";"Lots - Sites";
"STOLOTFCYPIT";"Lot-site instant T";
"STOMVTCOST";"Liens documents / pile FIFO";
"STOPAR";"Paramètres stocks";
"STOPRED";"Bon de préparation détail";
"STOPREH";"Bon de préparation entête";
"STOPRELIS";"Liste préparation expéditions";
"STOPRELISW";"Listes préparation travail";
"STOPREW";"Bons préparation travail";
"STOQLYD";"Détail contrôle qualité";
"STOQLYH";"Entête contrôle qualité";
"STOQLYSMP";"Echantillonnage contrôle qual.";
"STOQUAL";"Contrôle qualité";
"STOREO";"Réapprovisionnement";
"STOSER";"Numéros de série";
"STOSERW";"Séries en cours de traitement";
"STOSRG";"Rangements";
"STOSRGW";"Rangements (détails)";
"STOSYNW";"Travail resynchro stocks";
"STOTRK";"Traçabilité";
"STOTRKWRK";"Traçabilité temporaire";
"STOVALCUM";"Cumuls état valorisé stocks";
"STOVALWRK";"Etat valorisé des stocks";
"STOWIPW";"Stocks en cours de traitement";
"STPPITTMP";"Coût FIFO stock instant T";
"SUBCONT";"Prestataire";
"SVCRFOOT";"Document ventes -  Elt pied";
"SVCRFOOTLOC";"Document ventes -  Elt pied";
"SVCRINVCND";"Échéance de facturation";
"SVCRINVCNDD";"Échéance de facturation";
"SVCRVAT";"Document ventes -  Taxes";
"SVCRVATLOC";"Document ventes -  Taxes";
"SWIQRC";"Données QR suisses";
"SWRKDLV";"Livraisons automatiques";
"SWRKINV";"Facturation automatique";
"SWRKINVCND";"Facturation automatique";
"SYNCDATA";"Données synchronisation";
"SYNCLINK";"Transcodification synchro";
"SYNCPAR";"Paramétrage synchronisation";
"TAAAXXX";"Table modèle à dupliquer";
"TABACCINT";"Mappage comptes inter-sociétés";
"TABACCLIK";"Comptes de liaisons";
"TABALLRUL";"Règles d'allocations / sorties";
"TABBOMALT";"Table des Altern. Nomenclature";
"TABBUDTYP";"Transactions de budgets";
"TABCHANGE";"Table des Cours des devises";
"TABCODEDT";"Table code édition";
"TABCOEFF";"Table des coefficients";
"TABCONTAINER";"Contenant";
"TABCOSTMET";"Méthodes de valorisation";
"TABCOSTMVT";"Valorisation mouvement";
"TABCOUAFF";"Table affectation compteurs";
"TABCOUNTRY";"Table des Pays";
"TABCTL";"Table des réponses";
"TABCUR";"Table des Devises";
"TABDEPAGIO";"Table escomptes agios";
"TABEECNAT";"Table nature transaction DEB";
"TABEECSCH";"Table régimes statistiques";
"TABEXPENS";"Tables des frais";
"TABFILBAN";"Fichiers bancaires";
"TABFILCASH";"Fichier trésorerie";
"TABFILTDS";"Fichier déclaration honoraires";
"TABFOR";"Table des formules";
"TABFORLEG";"Formules par législation";
"TABGEOCOD";"Table des géo codes";
"TABINVCND";"Conditions de facturation";
"TABINVCNDLIN";"Conditions de facturation";
"TABLAN";"Table des Langues";
"TABLINCFG";"Lignes de produits";
"TABLOCTYP";"Table des types d'emplacements";
"TABMAT";"Table des matricules";
"TABMODELIV";"Table des modes de livraison";
"TABMSG";"Table des messages";
"TABPACKAGE";"Table des Emballages";
"TABPAM";"Table mode de réglement";
"TABPAYTERM";"Table conditions de paiement";
"TABPAYTYP";"Transactions de règlements";
"TABPIVTYP";"Table types facture fourniss.";
"TABPLACE";"Lieu de transit";
"TABPLACETIME";"Délai de transport";
"TABPNHTYP";"Table types retours";
"TABPRECOD";"Code préparation";
"TABPRTMOD";"Table des modèles d'éditions";
"TABRATVAT";"Taux de taxes";
"TABREOPOL";"Table des politiques réappro";
"TABROUALT";"Table des Alternatives Gammes";
"TABROUND";"Table des arrondis";
"TABSAFSTO";"Coefficients stock sécurité";
"TABSCA";"Table des rebuts";
"TABSDHTYP";"Table types livraisons";
"TABSGHTYP";"Type changement stock";
"TABSIVTYP";"Table types facture client";
"TABSOHTYP";"Table types commandes";
"TABSQHTYP";"Table types devis";
"TABSRHTYP";"Table types retours";
"TABSTASTO";"Table des Statuts de stock";
"TABSTORUL";"Règles de gestion de stock";
"TABSUBDIV";"Subdivisions géographiques";
"TABTNHTYP";"Type note transport";
"TABUNAVAIL";"Table des Périodes d'indispo.";
"TABUNIT";"Table des unités";
"TABUNNBR";"Table des numéros ONU";
"TABVAC";"Table détermination des taxes";
"TABVACBPR";"Table régime de taxes";
"TABVACITM";"Table niveau de taxe";
"TABVAT";"Table des codes taxes";
"TABVATEXE";"Table des exonérations de taxe";
"TABWEEDIA";"Schémas hebdomadaires";
"TABWIPSTO";"Quantités stock verrouillées";
"TABWRKCTR";"Centres de charge";
"TACONTAINERC";"Contenant clob";
"TASK";"Tâche";
"TAXLINK";"Calcul base calcul taxe (link)";
"TCBLOB";"Fichiers spéciaux";
"TCCLOB";"Fichiers spéciaux clob";
"TDSPRV";"Cumul honoraires/prestataires";
"TDUPDCLC";"Modification série - calcul";
"TEXCLOB";"Textes clob";
"TEXCPT";"Compteur des textes par table";
"TGRLIS";"Dictionnaire des cibles";
"TGRLISFIE";"Consultation cibles";
"TGRLISLNK";"Tables liées";
"TGRSSP";"Supports de présentation";
"TIMEADJUST";"Heure d'été";
"TIMETRANS";"Transition heure d'été";
"TIMEZONEINFO";"Fuseaux horaires";
"TMPARPT";"Table temporaire impression";
"TMPARPTDET";"Table temporaire impression";
"TMPBLA";"Impressions maj tables";
"TMPCNSBAN";"Consultation banque";
"TMPCNSESL1";"Listing ventes intracom.";
"TMPCNSESL2";"Listing ventes intracom.";
"TMPCNVECAR";"Table temporaire ecart conv";
"TMPCRPT";"Table temporaire impression";
"TMPCSRQ";"Besoins temporaires trésorerie";
"TMPEXPENSE";"Table temporaire Frais";
"TMPFUP0";"Critères campagnes";
"TMPFUP1";"Tiers à relancer";
"TMPFUP2";"Echéances à relancer";
"TMPFUPCMT";"Commentaires des échéances";
"TMPGACCENTRD";"Lignes de pièces comptables";
"TMPGACCENTRY";"Ecritures comptables";
"TMPKRPT";"Table temporaire impression";
"TMPLTAVCR";"Table temporaire taxe locale";
"TMPPAYDUD";"Table tempo proposition règlt";
"TMPPAYDUD2";"Table tempo proposition règlt";
"TMPPAYTOT";"Table tempo proposition règlt";
"TMPPRPT";"Table temporaire impression";
"TMPSRPT";"Table temporaire impression";
"TMPSRPTDET";"Table temporaire impression";
"TRACKTPLD";"Modèle suivi logistique détail";
"TRACKTPLH";"Modèle suivi logistique";
"TRADESHOW";"Salons professionnels";
"TRANNOTED";"Note de transport";
"TRANNOTEH";"Note de transport";
"TRANSPORT";"Transport";
"TRCVCRDOC";"Trace des écritures comptables";
"TXSA";"Paramétrage Tableau de bord";
"TXSAC";"Paramétrage colonne tableau";
"TXSD";"Détail tableaux de bord";
"TXSM";"Montants";
"TXSP";"Valeur paramètres/version";
"TXSV";"Variables Tableaux de bord";
"TXSW";"Versions";
"TXTBOL";"Textes clob";
"UNFILWRK";"Etat carnet de commandes";
"UNITOFTIME";"Unités de temps";
"UNPAID";"Impayés";
"UPORDER";"Histo. commandes d'achat";
"UPORDERC";"Histo. cdes achat cumul av-ret";
"UPORDERP";"Histo. cdes d'achat Prix";
"UPORDERQ";"Histo. cdes d'achat qtés";
"VATBOX";"Cases TVA";
"VATBOXD";"Cases TVA";
"VATCLS";"Classification fiscale";
"VATENTFRM";"Formulaire TVA (définition)";
"VATENTFRMD";"Formulaire TVA détail (def.)";
"VATFRMENT";"Formulaire TVA (valeurs)";
"VATFRMENTA";"Formulaire TVA";
"VATFRMENTC";"Formulaire TVA par société";
"VATFRMENTD";"Formulaire TVA détail (val.)";
"VATFRMENTI";"Données service décl. TVA";
"VATFRMENTN";"Formulaire TVA requêtes";
"VATGRP";"En-tête entité TVA";
"VATGRPD";"Détails entité TVA";
"VFEPSTTMP";"Comptabilisation TVA";
"VSORDER";"Histo. Cdes de vente - Entête";
"VSORDERC";"Histo. Cdes de vente-Cumul A/R";
"VSORDERP";"Histo. Cdes de vente - Prix";
"VSORDERQ";"Histo. Cdes de vente - Qtés";
"VSQUOTE";"Historique devis vente - en-tête";
"VSQUOTED";"Historique devis vente - détails";
"VXAMTTPY";"Sortie matière temp";
"WARFLYER";"Coupons de garantie";
"WARREQCPN";"Lignes demandes de garantie";
"WARREQUEST";"Demandes de garantie";
"WCUNLISDET";"Impression Inventaires";
"WIPCOST";"Valorisation des en-cours";
"WIPRESW";"Résumé WIPCOST pour impression";
"WIPSCPM";"Rebut matière temporaire";
"WIPSCPO";"Rebut opération temporaire";
"WIPTMP";"Wipcost-Interface";
"WIPWSTTMP";"Détail opération WIPCOST temp";
"WORKCOST";"Section de valorisation";
"WORKLOAD";"Charge de production";
"WORKSTATIO";"Postes de charge";
"WRKPURFCS";"Etat charges achats";
"WRKSTOCNS";"consultation transfert stock";
"WRKSTOPER";"Consultation stock à date";
"WSTANL";"Analyse postes de charge";
"WSTOALL";"Allocations";
"WSTOLOTFCY";"Lots - Sites";
"WSTOQLYD";"Détail contrôle qualité";
"WSTOREO";"Réapprovisionnements";
"WX1EDIFL0012";"IMPORT_COMMANDES_LGFIXE";
"WX1EDIFL0013";"IMPORT_COMMANDES_CLIENTS";
"WX1EDIFL0014";"IMPORT_COMMANDES_CLIENTS_FIXES";
"WX1EDIFL0015";"IMPORT_COMMANDES_CLIENTS_XML";
"WX1EDIFL0016";"IMPORT_FACTURES_TIERS_FOU";
"WX1EDIFL0017";"IMPORT_RECEPTIONS_ACHATS";
"WX1EDIFL0020";"MTO_IMPORT_ORDER";
"WX1EDIFL0025";"YOOZ_IMPORT_FACTURES_ACHATS";
"WX1EDIFL0026";"YOOZ_IMPORT_FACTURES_DIRECT";
"WX1EDIFL0027";"YOOZ_IMPORT_FACTURES_FINAL";
"WX1EDIFL0033";"IMPORT_COMMANDES_CLIENTS_JSON";
"WX1EDIFL0056";"YOOZ_IMPORT_FACTURES_FINAL";
"WX1EDIFL0057";"YOOZ_IMPORT_FACTURES_ACHATS";
"WX1EDIFL0079";"IMPORT_RECEPTIONS_ACHATS";
"WX1EDIFL0109";"YOOZ_IMPORT_FACTURES_DIRECT";
"WX1EDIFL0112";"IMPORT_COMMANDES_CLIENTS_XML";
"WX1EDIFL0133";"IMPORT_COMMANDES_CLIENTS_FIXES";
"X0LINKRPT";"Groupes d'états";
"X1ANC";"Anomalies MAJ comptes EC";
"X1ANODOC";"Anomalies documents EC";
"X1ASWCONT";"Réponses qualité Récipients";
"X1ASWEQUIP";"Réponses qualité Equipements";
"X1ASWMEAN";"Moyens de contrôle";
"X1ASWREACT";"Réponses qualité Réactifs";
"X1BCELT";"Eléments codes-barres";
"X1BCSTDH";"Normes codes-barres";
"X1BCSTDMAP";"Normes codes-barres";
"X1CACONTAIN";"Récipients / Analyses";
"X1CAEQUIP";"Equipements / Analyses";
"X1CARAC";"Analyses";
"X1CARACTCT";"Analyses - Réponses";
"X1CAREACT";"Réactifs / Analyses";
"X1CHARGEBL";"Unités logistiques à expédier";
"X1CLAFF";"Classe d'affectation";
"X1CLAFFC";"Autres classes";
"X1CLASINTER";"Classes d'interdiction / artic";
"X1CLIEXP";"Client à exporter";
"X1CLROT";"Classe de rotation";
"X1CLROTC";"Autres classes";
"X1COLREGD";"Règles de colisage";
"X1COLREGE";"Règles de colisage";
"X1COMAGENT";"COM -- Agents de communication";
"X1CONSIGN";"Consignes";
"X1CONSIGNAPP";"Consignes appliquées";
"X1CONTAIN";"Récipients";
"X1CQITF";"Contrôle Qualité";
"X1CTRFREQ";"Contrôles fréquentiels";
"X1CTXSTAB";"Contextes de stabilité";
"X1CTXSTABD";"Contextes de stabilité";
"X1DCEC";"Documents E-commerce/CRM";
"X1DCECD";"lignes Document commercial EC";
"X1DECLAPROD";"Declaration Production";
"X1ECBPC";"Clients E-commerce/CRM";
"X1ECCNT";"Contacts E-commerce/CRM";
"X1ECITM";"Articles E-Commerce/CRM";
"X1ECO";"Connecteur E-Commerce/CRM";
"X1ECOBPA";"Adresses Ecommerce/CRM";
"X1ECOD";"Règles Clients E-commerce/CRM";
"X1ECODA";"Règles Articles E-commerce/CRM";
"X1ECSDH";"E-commerce Livraison";
"X1ECSIH";"E-commerce Facture";
"X1ECSOH";"E-commerce Commande";
"X1ECSQH";"E-commerce Devis";
"X1ECSRH";"E-commerce Retour";
"X1EDICTRL";"EDI -- Contrôles";
"X1EDIELEMT";"EDI -- Structures (éléments)";
"X1EDIENREG";"EDI -- Structures (enreg.)";
"X1EDIENREGZ";"EDI -- Structures (zones)";
"X1EDIFILTERS";"EDI -- Filtres utilisateur";
