Code table;Intitulé de la table;Code champ;Texte long
AABREV;Abréviation;CREDATTIM_0;Date heure
AABREV;Abréviation;UPDDATTIM_0;Date heure
AABREV;Abréviation;AUUID_0;Identifiant unique
AABREV;Abréviation;ABREV_0;Abréviation
AABREV;Abréviation;CREUSR_0;Utilisateur
AABREV;Abréviation;UPDUSR_0;Utilisateur
AABREV;Abréviation;MOT_0;Mot
ABANK;Banques (guichets);BIC_0;Code BIC
ABANK;Banques (guichets);BAN_0;Banque
ABANK;Banques (guichets);CRY_0;Pays
ABANK;Banques (guichets);UPDDAT_0;Date modification
ABANK;Banques (guichets);CREDAT_0;Date création
ABANK;Banques (guichets);PAB_0;Domiciliation
ABANK;Banques (guichets);AUUID_0;Identifiant unique
ABANK;Banques (guichets);CREUSR_0;Opérateur création
ABANK;Banques (guichets);VLYSTR_0;Date début validité
ABANK;Banques (guichets);VLYEND_0;Date fin validité
ABANK;Banques (guichets);CREDATTIM_0;Date heure
ABANK;Banques (guichets);UPDDATTIM_0;Date heure
ABANK;Banques (guichets);PORBANCOD_0;Code banque portugais
ABANK;Banques (guichets);UPDUSR_0;Opérateur modification
ABATABT;Serveur batch (Abonnements);DATZON_0;Zone date
ABATABT;Serveur batch (Abonnements);CAL_0;Calendrier d'exclusion
ABATABT;Serveur batch (Abonnements);QUANT_0;Quantièmes
ABATABT;Serveur batch (Abonnements);FDM_0;Fin de mois
ABATABT;Serveur batch (Abonnements);CODABT_0;Code abonnement
ABATABT;Serveur batch (Abonnements);DJOUR_0;Dernière date
ABATABT;Serveur batch (Abonnements);CRETIM_0;Heure
ABATABT;Serveur batch (Abonnements);UPDTIM_0;Heure
ABATABT;Serveur batch (Abonnements);HEURE_0;Heure
ABATABT;Serveur batch (Abonnements);EPUR_0;Epuration
ABATABT;Serveur batch (Abonnements);NBDAT_0;Nbre lignes
ABATABT;Serveur batch (Abonnements);DATDEP_0;Date de base
ABATABT;Serveur batch (Abonnements);DOSSIER_0;Dossier
ABATABT;Serveur batch (Abonnements);DATJRS_0;Unité de temps
ABATABT;Serveur batch (Abonnements);USER_0;Code utilisateur
ABATABT;Serveur batch (Abonnements);TACHE_0;Code tâche
ABATABT;Serveur batch (Abonnements);UPDDATTIM_0;Date heure
ABATABT;Serveur batch (Abonnements);DREL_0;Relance
ABATABT;Serveur batch (Abonnements);GRP_0;Groupe
ABATABT;Serveur batch (Abonnements);PERIO_0;Périodicité
ABATABT;Serveur batch (Abonnements);DATFRM_0;Formule
ABATABT;Serveur batch (Abonnements);UPDDAT_0;Date modification
ABATABT;Serveur batch (Abonnements);CREDAT_0;Date création
ABATABT;Serveur batch (Abonnements);CREDATTIM_0;Date heure
ABATABT;Serveur batch (Abonnements);NOMABT_0;Intitulé
ABATABT;Serveur batch (Abonnements);HDEB_0;Heure début
ABATABT;Serveur batch (Abonnements);HFIN_0;Heure fin
ABATABT;Serveur batch (Abonnements);JOUR_0;Date jour
ABATABT;Serveur batch (Abonnements);FORCE_0;Exécution forcée
ABATABT;Serveur batch (Abonnements);ENAFLG_0;Actif en sélection
ABATABT;Serveur batch (Abonnements);ONE_0;Une seule requête
ABATABT;Serveur batch (Abonnements);UPDUSR_0;Opérateur modification
ABATABT;Serveur batch (Abonnements);LAN_0;Langue
ABATABT;Serveur batch (Abonnements);CREUSR_0;Opérateur création
ABATABT;Serveur batch (Abonnements);AUUID_0;Identifiant unique
ABATABT;Serveur batch (Abonnements);DATNBR_0;Incrément
ABATABT;Serveur batch (Abonnements);CNTERR_0;Continuer si erreur
ABATABT;Serveur batch (Abonnements);FRQ_0;Fréquence (mn)
ABATABTD;Serveur batch (Abonnements);UPDUSR_0;Utilisateur
ABATABTD;Serveur batch (Abonnements);CREUSR_0;Utilisateur
ABATABTD;Serveur batch (Abonnements);PARAM_0;Paramètre
ABATABTD;Serveur batch (Abonnements);VALEUR_0;Valeur
ABATABTD;Serveur batch (Abonnements);NUM_0;Numéro
ABATABTD;Serveur batch (Abonnements);LIG_0;Numéro de ligne
ABATABTD;Serveur batch (Abonnements);AUUID_0;Identifiant unique
ABATABTD;Serveur batch (Abonnements);UPDDATTIM_0;Date heure
ABATABTD;Serveur batch (Abonnements);CREDATTIM_0;Date heure
ABATABTD;Serveur batch (Abonnements);CODTAC_0;Code tâche
ABATABTD;Serveur batch (Abonnements);CODABT_0;Code abonnement
ABATABTD2;Serveur batch (Abonnements);CODTAC_0;Code tâche
ABATABTD2;Serveur batch (Abonnements);NUM_0;Numéro
ABATABTD2;Serveur batch (Abonnements);CREDATTIM_0;Date heure
ABATABTD2;Serveur batch (Abonnements);DEB_0;Valeurs début
ABATABTD2;Serveur batch (Abonnements);FIN_0;Valeurs fin
ABATABTD2;Serveur batch (Abonnements);CODABT_0;Code abonnement
ABATABTD2;Serveur batch (Abonnements);LIG_0;Numéro de ligne
ABATABTD2;Serveur batch (Abonnements);CREUSR_0;Utilisateur
ABATABTD2;Serveur batch (Abonnements);UPDUSR_0;Utilisateur
ABATABTD2;Serveur batch (Abonnements);UPDDATTIM_0;Date heure
ABATABTD2;Serveur batch (Abonnements);AUUID_0;Identifiant unique
ABATCAL;Calendrier serveur batch;UPDDATTIM_0;Date heure
ABATCAL;Calendrier serveur batch;AUUID_0;Identifiant unique
ABATCAL;Calendrier serveur batch;UPDDAT_0;Date modification
ABATCAL;Calendrier serveur batch;UPDUSR_0;Opérateur modif
ABATCAL;Calendrier serveur batch;CREDAT_0;Date création
ABATCAL;Calendrier serveur batch;COD_0;Calendrier
ABATCAL;Calendrier serveur batch;STRDAT_0;Date de début
ABATCAL;Calendrier serveur batch;CREUSR_0;Opérateur création
ABATCAL;Calendrier serveur batch;NBRDAT_0;Nombre de lignes
ABATCAL;Calendrier serveur batch;DES_0;Désignation
ABATCAL;Calendrier serveur batch;ENDDAT_0;Date de fin
ABATCAL;Calendrier serveur batch;CREDATTIM_0;Date heure
ABATGRP;Serveur batch (Groupes);CODGRP_0;Groupe
ABATGRP;Serveur batch (Groupes);UPDDAT_0;Date modification
ABATGRP;Serveur batch (Groupes);CREDAT_0;Date création
ABATGRP;Serveur batch (Groupes);DES_0;Intitulé
ABATGRP;Serveur batch (Groupes);MODULE_0;Module
ABATGRP;Serveur batch (Groupes);ENAFLG_0;Actif en sélect
ABATGRP;Serveur batch (Groupes);UPDUSR_0;Opérateur modification
ABATGRP;Serveur batch (Groupes);CREUSR_0;Opérateur création
ABATGRP;Serveur batch (Groupes);SEQ_0;Séquence
ABATGRP;Serveur batch (Groupes);CODTAC_0;Code tâche
ABATGRP;Serveur batch (Groupes);NIVEAU_0;Niveau autorisation
ABATGRP;Serveur batch (Groupes);NBTAC_0;Nombre
ABATGRP;Serveur batch (Groupes);CREDATTIM_0;Date heure
ABATGRP;Serveur batch (Groupes);UPDDATTIM_0;Date heure
ABATGRP;Serveur batch (Groupes);AUUID_0;Identifiant unique
ABATGRP;Serveur batch (Groupes);CNTERR_0;Continuer si erreur
ABATGRP;Serveur batch (Groupes);HOR_0;Contraintes horaires
ABATHOR;Contraintes horaires;AUUID_0;Identifiant unique
ABATHOR;Contraintes horaires;DES_0;Désignation
ABATHOR;Contraintes horaires;DAYOPE_0;Jour ouvré
ABATHOR;Contraintes horaires;CREDATTIM_0;Date heure
ABATHOR;Contraintes horaires;UPDDATTIM_0;Date heure
ABATHOR;Contraintes horaires;NBROPE_0;Lignes
ABATHOR;Contraintes horaires;NBRCLO_0;Lignes
ABATHOR;Contraintes horaires;UPDDAT_0;Date modification
ABATHOR;Contraintes horaires;UPDUSR_0;Opérateur modif
ABATHOR;Contraintes horaires;CREDAT_0;Date création
ABATHOR;Contraintes horaires;STROPE_0;Heure début
ABATHOR;Contraintes horaires;STRCLO_0;Heure début
ABATHOR;Contraintes horaires;ENDOPE_0;Heure fin
ABATHOR;Contraintes horaires;ENDCLO_0;Heure fin
ABATHOR;Contraintes horaires;CAL_0;Calendrier
ABATHOR;Contraintes horaires;CREUSR_0;Opérateur création
ABATHOR;Contraintes horaires;COD_0;Contrainte
ABATPAR;Serveur batch (Paramètres);AUUID_0;Identifiant unique
ABATPAR;Serveur batch (Paramètres);SPOOL_0;Clé de recherche
ABATPAR;Serveur batch (Paramètres);RETARD_0;Retard
ABATPAR;Serveur batch (Paramètres);LECPID_0;Attente lecture PID
ABATPAR;Serveur batch (Paramètres);REPJOB_0;Fichiers batchs
ABATPAR;Serveur batch (Paramètres);CREUSR_0;Utilisateur
ABATPAR;Serveur batch (Paramètres);UPDUSR_0;Utilisateur
ABATPAR;Serveur batch (Paramètres);PROCESS_0;No processus
ABATPAR;Serveur batch (Paramètres);TIMIMP_0;Time-out
ABATPAR;Serveur batch (Paramètres);TIMOUT_0;Time-out
ABATPAR;Serveur batch (Paramètres);STOP_0;Flag d'arrêt
ABATPAR;Serveur batch (Paramètres);TEMPS_0;Scrutation
ABATPAR;Serveur batch (Paramètres);NBTACHE_0;Nombre maximum de requêtes actives
ABATPAR;Serveur batch (Paramètres);APPLI_0;Nom du serveur
ABATPAR;Serveur batch (Paramètres);CREDATTIM_0;Date heure
ABATPAR;Serveur batch (Paramètres);UPDDATTIM_0;Date heure
ABATPAR;Serveur batch (Paramètres);FLGPATCH_0;Patch
ABATPAR;Serveur batch (Paramètres);JOB_0;Batch
ABATPAR;Serveur batch (Paramètres);NUMREQ_0;No requête
ABATPAR;Serveur batch (Paramètres);RQTLOG_0;Trace démarrage requête
ABATRQT;Serveur batch (Requêtes);SESSIONID_0;Identifiant entité session
ABATRQT;Serveur batch (Requêtes);LAN_0;Langue
ABATRQT;Serveur batch (Requêtes);MESSAGE_0;Message - Utilisateur
ABATRQT;Serveur batch (Requêtes);CNTERR_0;Continuer si erreur
ABATRQT;Serveur batch (Requêtes);MOTINT_0;Motif interruption
ABATRQT;Serveur batch (Requêtes);JOB_0;Fichier batch
ABATRQT;Serveur batch (Requêtes);CREUSR_0;Utilisateur
ABATRQT;Serveur batch (Requêtes);UPDUSR_0;Utilisateur
ABATRQT;Serveur batch (Requêtes);DAT_0;Date
ABATRQT;Serveur batch (Requêtes);PROCESS_0;No processus
ABATRQT;Serveur batch (Requêtes);FRQ_0;Fréquence (mn)
ABATRQT;Serveur batch (Requêtes);CODABT_0;Code abonnement
ABATRQT;Serveur batch (Requêtes);FLAG_0;Etat
ABATRQT;Serveur batch (Requêtes);TIMOUT_0;Time-out
ABATRQT;Serveur batch (Requêtes);TACHE_0;Code tâche
ABATRQT;Serveur batch (Requêtes);MONO_0;Mono-utilisateur
ABATRQT;Serveur batch (Requêtes);PRIO_0;Priorité
ABATRQT;Serveur batch (Requêtes);TYPTAC_0;Type tâche
ABATRQT;Serveur batch (Requêtes);SERVER_0;Serveur
ABATRQT;Serveur batch (Requêtes);SEQGRP_0;Séquence
ABATRQT;Serveur batch (Requêtes);CREDATTIM_0;Date heure
ABATRQT;Serveur batch (Requêtes);UPDDATTIM_0;Date heure
ABATRQT;Serveur batch (Requêtes);HEURE_0;Heure
ABATRQT;Serveur batch (Requêtes);HFIN_0;Heure
ABATRQT;Serveur batch (Requêtes);FLGV3_0;Flag V3
ABATRQT;Serveur batch (Requêtes);EPUR_0;Epuration
ABATRQT;Serveur batch (Requêtes);DOSSIER_0;Dossier
ABATRQT;Serveur batch (Requêtes);USRINT_0;Utilisateur
ABATRQT;Serveur batch (Requêtes);USER_0;Code utilisateur
ABATRQT;Serveur batch (Requêtes);GRP_0;Groupe
ABATRQT;Serveur batch (Requêtes);IMPETX_0;Imprimante
ABATRQT;Serveur batch (Requêtes);NUMGRP_0;No d'ordre
ABATRQT;Serveur batch (Requêtes);HDEB_0;Heure début
ABATRQT;Serveur batch (Requêtes);FRQFIN_0;Heure fin
ABATRQT;Serveur batch (Requêtes);NUMREQ_0;No requête
ABATRQT;Serveur batch (Requêtes);DFIN_0;Date fin
ABATRQT;Serveur batch (Requêtes);PORT_0;Port
ABATRQT;Serveur batch (Requêtes);ONE_0;Une seule requête
ABATRQT;Serveur batch (Requêtes);ETAT_0;Traitement
ABATRQT;Serveur batch (Requêtes);AUUID_0;Identifiant unique
ABATRQT2;Serveur batch (Requêtes);AUUID_0;Identifiant unique
ABATRQT2;Serveur batch (Requêtes);JOB_0;Fichier batch
ABATRQT2;Serveur batch (Requêtes);CREUSR_0;Utilisateur
ABATRQT2;Serveur batch (Requêtes);UPDUSR_0;Utilisateur
ABATRQT2;Serveur batch (Requêtes);DAT_0;Date
ABATRQT2;Serveur batch (Requêtes);PROCESS_0;No processus
ABATRQT2;Serveur batch (Requêtes);FRQ_0;Fréquence (mn)
ABATRQT2;Serveur batch (Requêtes);MOTINT_0;Motif interruption
ABATRQT2;Serveur batch (Requêtes);CODABT_0;Code abonnement
ABATRQT2;Serveur batch (Requêtes);FLAG_0;Etat
ABATRQT2;Serveur batch (Requêtes);TIMOUT_0;Time-out
ABATRQT2;Serveur batch (Requêtes);TACHE_0;Code tâche
ABATRQT2;Serveur batch (Requêtes);MESSAGE_0;Message utilisateur
ABATRQT2;Serveur batch (Requêtes);MONO_0;Mono-utilisateur
ABATRQT2;Serveur batch (Requêtes);PRIO_0;Priorité
ABATRQT2;Serveur batch (Requêtes);TYPTAC_0;Type tâche
ABATRQT2;Serveur batch (Requêtes);DEB_0;Valeurs début
ABATRQT2;Serveur batch (Requêtes);FIN_0;Valeurs fin
ABATRQT2;Serveur batch (Requêtes);SERVICE_0;Service
ABATRQT2;Serveur batch (Requêtes);CREDATTIM_0;Date heure
ABATRQT2;Serveur batch (Requêtes);UPDDATTIM_0;Date heure
ABATRQT2;Serveur batch (Requêtes);FLGV3_0;Flag V3
ABATRQT2;Serveur batch (Requêtes);EPUR_0;Epuration
ABATRQT2;Serveur batch (Requêtes);DOSSIER_0;Dossier
ABATRQT2;Serveur batch (Requêtes);USRINT_0;Utilisateur
ABATRQT2;Serveur batch (Requêtes);USER_0;Code utilisateur
ABATRQT2;Serveur batch (Requêtes);GRP_0;Groupe
ABATRQT2;Serveur batch (Requêtes);IMPETX_0;Imprimante
ABATRQT2;Serveur batch (Requêtes);NUMGRP_0;No d'ordre
ABATRQT2;Serveur batch (Requêtes);HDEB_0;Heure début
ABATRQT2;Serveur batch (Requêtes);FRQFIN_0;Heure fin
ABATRQT2;Serveur batch (Requêtes);HEURE_0;Heure
ABATRQT2;Serveur batch (Requêtes);HFIN_0;Heure
ABATRQT2;Serveur batch (Requêtes);NUMREQ_0;No requête
ABATRQT2;Serveur batch (Requêtes);DFIN_0;Date fin
ABATRQT2;Serveur batch (Requêtes);ONE_0;Une seule requête
ABATRQT2;Serveur batch (Requêtes);ETAT_0;Traitement
ABATRQTL;Serveur batch (Requêtes);PARAM_0;Paramètre
ABATRQTL;Serveur batch (Requêtes);AUUID_0;Identifiant unique
ABATRQTL;Serveur batch (Requêtes);UPDUSR_0;Utilisateur
ABATRQTL;Serveur batch (Requêtes);NUM_0;Numéro
ABATRQTL;Serveur batch (Requêtes);CREDATTIM_0;Date heure
ABATRQTL;Serveur batch (Requêtes);CREUSR_0;Utilisateur
ABATRQTL;Serveur batch (Requêtes);UPDDATTIM_0;Date heure
ABATRQTL;Serveur batch (Requêtes);VALEUR_0;Valeur
ABATRQTL;Serveur batch (Requêtes);NUMREQ_0;No requête
ABATTAC;Serveur batch (Tâches);MONO_0;Mono-utilisateur
ABATTAC;Serveur batch (Tâches);NIVEAU_0;Niveau autorisation
ABATTAC;Serveur batch (Tâches);PRIO_0;Priorité
ABATTAC;Serveur batch (Tâches);PROGPAR_0;Programme paramètres
ABATTAC;Serveur batch (Tâches);TYPTAC_0;Type tâche
ABATTAC;Serveur batch (Tâches);DOSPAR_0;Dossier paramètres
ABATTAC;Serveur batch (Tâches);MULTIDOS_0;Multi-dossier
ABATTAC;Serveur batch (Tâches);UPDDAT_0;Date modification
ABATTAC;Serveur batch (Tâches);CREDAT_0;Date création
ABATTAC;Serveur batch (Tâches);FONCTION_0;Fonction
ABATTAC;Serveur batch (Tâches);DES_0;Intitulé
ABATTAC;Serveur batch (Tâches);MODULE_0;Module
ABATTAC;Serveur batch (Tâches);ENAFLG_0;Actif en sélect
ABATTAC;Serveur batch (Tâches);UPDUSR_0;Opérateur modification
ABATTAC;Serveur batch (Tâches);CREUSR_0;Opérateur création
ABATTAC;Serveur batch (Tâches);MESSAGE_0;Message utilisateur
ABATTAC;Serveur batch (Tâches);CODTAC_0;Code tâche
ABATTAC;Serveur batch (Tâches);TRAIT_0;Objet
ABATTAC;Serveur batch (Tâches);TIMOUT_0;Time-out
ABATTAC;Serveur batch (Tâches);HOR_0;Contraintes horaires
ABATTAC;Serveur batch (Tâches);RETARD_0;Retard
ABATTAC;Serveur batch (Tâches);AUUID_0;Identifiant unique
ABATTAC;Serveur batch (Tâches);PARAM_0;Paramètre
ABATTAC;Serveur batch (Tâches);CREDATTIM_0;Date heure
ABATTAC;Serveur batch (Tâches);UPDDATTIM_0;Date heure
ABLBSYS;Composants graphiques;CAT_0;Catégorie
ABLBSYS;Composants graphiques;CREDAT_0;Date création
ABLBSYS;Composants graphiques;BLOB_0;Blob
ABLBSYS;Composants graphiques;AUUID_0;Identifiant unique
ABLBSYS;Composants graphiques;UPDDATTIM_0;Date heure
ABLBSYS;Composants graphiques;CREDATTIM_0;Date heure
ABLBSYS;Composants graphiques;NAMFIC_0;Nom du fichier
ABLBSYS;Composants graphiques;UPDUSR_0;Utilisateur
ABLBSYS;Composants graphiques;CREUSR_0;Opérateur création
ABLBSYS;Composants graphiques;CODFIC_0;Code
ABLBSYS;Composants graphiques;TYPFIC_0;Type de fichier spécial
ABLBSYS;Composants graphiques;INTIT1_0;Intitulé
ABLBSYS;Composants graphiques;INTIT_0;Intitulé
ABLOB;Fichiers spéciaux;UPDUSR_0;Utilisateur
ABLOB;Fichiers spéciaux;AUUID_0;Identifiant unique
ABLOB;Fichiers spéciaux;CREUSR_0;Opérateur création
ABLOB;Fichiers spéciaux;UPDDATTIM_0;Date heure
ABLOB;Fichiers spéciaux;CODBLB_0;Code
ABLOB;Fichiers spéciaux;CREDATTIM_0;Date heure
ABLOB;Fichiers spéciaux;BLOB_0;Blob
ABLOB;Fichiers spéciaux;IDENT1_0;Identifiant 1
ABLOB;Fichiers spéciaux;TYPBLB_0;Type de fichier spécial
ABLOB;Fichiers spéciaux;NAMBLB_0;Nom du fichier
ABLOB;Fichiers spéciaux;CNTTYP_0;Content type
ABLOB;Fichiers spéciaux;IDENT3_0;Identifiant 3
ABLOB;Fichiers spéciaux;CREDAT_0;Date création
ABLOB;Fichiers spéciaux;IDENT2_0;Identifiant 2
ACALCUL;Histo. calculette;TRC_0;Troncature
ACALCUL;Histo. calculette;FORMUL_0;Formule
ACALCUL;Histo. calculette;NUM_0;Chrono
ACALCUL;Histo. calculette;CREUSR_0;Utilisateur
ACALCUL;Histo. calculette;UPDDATTIM_0;Date heure
ACALCUL;Histo. calculette;RES_0;Résultat
ACALCUL;Histo. calculette;USR_0;Code
ACALCUL;Histo. calculette;AUUID_0;Identifiant unique
ACALCUL;Histo. calculette;CREDATTIM_0;Date heure
ACALCUL;Histo. calculette;UPDUSR_0;Utilisateur
ACCCOD;Codes d'accès;CREDATTIM_0;Date heure
ACCCOD;Codes d'accès;UPDUSR_0;Opérateur modif
ACCCOD;Codes d'accès;UPDDAT_0;Date modification
ACCCOD;Codes d'accès;UPDDATTIM_0;Date heure
ACCCOD;Codes d'accès;CREDAT_0;Date création
ACCCOD;Codes d'accès;CREUSR_0;Opérateur création
ACCCOD;Codes d'accès;INTACC_0;Intitulé
ACCCOD;Codes d'accès;DESACC_0;Intitulé
ACCCOD;Codes d'accès;CODACC_0;Code d'accès
ACCCOD;Codes d'accès;AUUID_0;Identifiant unique
ACCES;Accès par utilisateur;UPDDATTIM_0;Date heure
ACCES;Accès par utilisateur;CREDATTIM_0;Date heure
ACCES;Accès par utilisateur;AUUID_0;Identifiant unique
ACCES;Accès par utilisateur;PRFCOD_0;Code profil
ACCES;Accès par utilisateur;CODACC_0;Code d'accès
ACCES;Accès par utilisateur;UPDUSR_0;Utilisateur
ACCES;Accès par utilisateur;CREUSR_0;Utilisateur
ACCES;Accès par utilisateur;USR_0;Code utilisateur
ACCES;Accès par utilisateur;MODIF_0;Modification
ACCES;Accès par utilisateur;EXEC_0;Exécution
ACCES;Accès par utilisateur;CONSUL_0;Consultation
ACHANGE;Paramétrage changement de clé;INTIT_0;Intitulé
ACHANGE;Paramétrage changement de clé;LIG_0;No de ligne
ACHANGE;Paramétrage changement de clé;CREUSR_0;Utilisateur
ACHANGE;Paramétrage changement de clé;UPDUSR_0;Utilisateur
ACHANGE;Paramétrage changement de clé;ENAFLG_0;Actif en sélection
ACHANGE;Paramétrage changement de clé;COD_0;Code
ACHANGE;Paramétrage changement de clé;UPDDATTIM_0;Date heure
ACHANGE;Paramétrage changement de clé;CLE2_0;Identifiant
ACHANGE;Paramétrage changement de clé;OBJ_0;Objet
ACHANGE;Paramétrage changement de clé;NEWCOD_0;Nouveau code
ACHANGE;Paramétrage changement de clé;AUUID_0;Identifiant unique
ACHANGE;Paramétrage changement de clé;CREDATTIM_0;Date heure
ACHANGE;Paramétrage changement de clé;CLE1_0;Identifiant
ACLACOL;Classes (Collections);CODCLA_0;Code classe
ACLACOL;Classes (Collections);FLGTRICOL_0;Tri
ACLACOL;Classes (Collections);FLGINSCOL_0;Insertion
ACLACOL;Classes (Collections);AUUID_0;Identifiant unique
ACLACOL;Classes (Collections);INTCOL_0;Libellé collection
ACLACOL;Classes (Collections);CREDATTIM_0;Date heure
ACLACOL;Classes (Collections);UPDDATTIM_0;Date heure
ACLACOL;Classes (Collections);FLGSUPCOL_0;Suppression
ACLACOL;Classes (Collections);FLGAPDCOL_0;Ajout
ACLACOL;Classes (Collections);UPDUSR_0;Opérateur modification
ACLACOL;Classes (Collections);ACTCOL_0;Code
ACLACOL;Classes (Collections);CREUSR_0;Opérateur création
ACLACOL;Classes (Collections);MINCOL_0;Mini
ACLACOL;Classes (Collections);MAXCOL_0;Maxi
ACLACOL;Classes (Collections);PROCOL_0;Compteur
ACLACOL;Classes (Collections);CODCOL_0;Collection
ACLAFLD;Classes (lignes);INTSHTFLD_0;Libellé court
ACLAFLD;Classes (lignes);UPDUSR_0;Utilisateur
ACLAFLD;Classes (lignes);CODCLA_0;Code classe
ACLAFLD;Classes (lignes);FLDSEARCH_0;Recherchable
ACLAFLD;Classes (lignes);AUUID_0;Identifiant unique
ACLAFLD;Classes (lignes);LOBTAB_0;Table du lob
ACLAFLD;Classes (lignes);LOBFLD_0;Champ lob
ACLAFLD;Classes (lignes);LNKCLA_0;Classe liée
ACLAFLD;Classes (lignes);CREDATTIM_0;Date heure
ACLAFLD;Classes (lignes);UPDDATTIM_0;Date heure
ACLAFLD;Classes (lignes);CREUSR_0;Utilisateur
ACLAFLD;Classes (lignes);ACS_0;Code d'accès
ACLAFLD;Classes (lignes);INTFLD_0;Libellé
ACLAFLD;Classes (lignes);CODCTL_0;Table de contrôle
ACLAFLD;Classes (lignes);LOBCNT_0;Content type
ACLAFLD;Classes (lignes);TABCONT_0;Dépendance
ACLAFLD;Classes (lignes);OBLIG_0;Zone obligatoire
ACLAFLD;Classes (lignes);ACTFLD_0;Code activité
ACLAFLD;Classes (lignes);NUMFLD_0;Ordre
ACLAFLD;Classes (lignes);CATSEARCH_0;Catégorie
ACLAFLD;Classes (lignes);FLDGRP_0;Groupe
ACLAFLD;Classes (lignes);INTEVAL_0;Intitulé évalué
ACLAFLD;Classes (lignes);NUMLIG_0;No de ligne
ACLAFLD;Classes (lignes);FLDCLA_0;Code champ
ACLAFLD;Classes (lignes);LONG_0;Longueur
ACLAFLD;Classes (lignes);NOLIB_0;No menu local
ACLAFLD;Classes (lignes);CODTYP_0;Type de données
ACLAFLD;Classes (lignes);FLGACCGET_0;Accesseur GET
ACLALNK;Classes (tables);CODCLA_0;Code classe
ACLALNK;Classes (tables);TABLNK_0;Table liée
ACLALNK;Classes (tables);ABRLNK_0;Abréviation liée
ACLALNK;Classes (tables);ABRORI_0;Abréviation origine
ACLALNK;Classes (tables);AUUID_0;Identifiant unique
ACLALNK;Classes (tables);FLGR_0;Lecture
ACLALNK;Classes (tables);CLESORT_0;Index de tri
ACLALNK;Classes (tables);FLGV_0;Gestion Sup / Ins
ACLALNK;Classes (tables);CREDATTIM_0;Date heure
ACLALNK;Classes (tables);UPDDATTIM_0;Date heure
ACLALNK;Classes (tables);FLGA_0;Gestion
ACLALNK;Classes (tables);UPDUSR_0;Opérateur modification
ACLALNK;Classes (tables);FLGD_0;Suppression
ACLALNK;Classes (tables);CREUSR_0;Opérateur création
ACLALNK;Classes (tables);TABORI_0;Table origine
ACLALNK;Classes (tables);EXPSEL_0;Expression de sélection
ACLALNK;Classes (tables);REFLNK_0;Pointeur
ACLALNK;Classes (tables);EXPLNK_0;Expression de lien
ACLALNK;Classes (tables);CLELNK_0;Clé de lien
ACLALNK;Classes (tables);FLGC_0;Création
ACLALNK;Classes (tables);TYPLNK_0;Type de lien
ACLALNK;Classes (tables);ACVLNK_0;Code activité
ACLALNK;Classes (tables);FLGU_0;Modification
ACLALNK;Classes (tables);NUMLIG_0;No de ligne
ACLALNK;Classes (tables);CLALNK_0;Code classe
ACLAMAP;Classes (mapping);CODCLA_0;Code classe
ACLAMAP;Classes (mapping);PROMAP_0;Propriété
ACLAMAP;Classes (mapping);AUUID_0;Identifiant unique
ACLAMAP;Classes (mapping);CREDATTIM_0;Date heure
ACLAMAP;Classes (mapping);KEYMAP_0;Colonne
ACLAMAP;Classes (mapping);UPDUSR_0;Opérateur modification
ACLAMAP;Classes (mapping);CREUSR_0;Opérateur création
ACLAMAP;Classes (mapping);REFLNK_0;Pointeur
ACLAMAP;Classes (mapping);VALDEFMAP_0;Valeur par défaut
ACLAMAP;Classes (mapping);UPDDATTIM_0;Date heure
ACLAMET;Classes (méthodes);CREDATTIM_0;Date heure
ACLAMET;Classes (méthodes);UPDDATTIM_0;Date heure
ACLAMET;Classes (méthodes);CODCLA_0;Code classe
ACLAMET;Classes (méthodes);DONMET_0;Type retour
ACLAMET;Classes (méthodes);NOMET_0;No méthode
ACLAMET;Classes (méthodes);CODMET_0;Code méthode
ACLAMET;Classes (méthodes);AUUID_0;Identifiant unique
ACLAMET;Classes (méthodes);FLGOPE_0;Opération
ACLAMET;Classes (méthodes);CREUSR_0;Utilisateur
ACLAMET;Classes (méthodes);UPDUSR_0;Utilisateur
ACLAMET;Classes (méthodes);ACSOPE_0;Habilitations
ACLAMET;Classes (méthodes);INDOPE_0;Index
ACLAMET;Classes (méthodes);INTMET_0;Intitulé
ACLAMET;Classes (méthodes);ACTMET_0;Code activité
ACLAMETSTD;Classes (méthodes standard);ENAMETSTD_0;Choix
ACLAMETSTD;Classes (méthodes standard);CODMETSTD_0;Code méthode
ACLAMETSTD;Classes (méthodes standard);NOMETSTD_0;No méthode
ACLAMETSTD;Classes (méthodes standard);CODCLA_0;Code classe
ACLAMETSTD;Classes (méthodes standard);AUUID_0;Identifiant unique
ACLAMETSTD;Classes (méthodes standard);ACTMETSTD_0;Code activité
ACLAMETSTD;Classes (méthodes standard);CREUSR_0;Utilisateur
ACLAMETSTD;Classes (méthodes standard);UPDUSR_0;Utilisateur
ACLAMETSTD;Classes (méthodes standard);ACSMETSTD_0;Habilitations
ACLAMETSTD;Classes (méthodes standard);CREDATTIM_0;Date heure
ACLAMETSTD;Classes (méthodes standard);UPDDATTIM_0;Date heure
ACLAOPT;Classes (options);OPTCND_0;Condition option
ACLAOPT;Classes (options);UPDDATTIM_0;Date heure
ACLAOPT;Classes (options);CODCLA_0;Code classe
ACLAOPT;Classes (options);AUUID_0;Identifiant unique
