Code table;Intitulé de la table;Code champ;Texte long
BPCUSTOMER;Clients;XAUTOFACT_0;Auto facturation vte
BPCUSTOMER;Clients;X4FCTCLI_0;Fonction client GMS
BPCUSTOMER;Clients;X4FILFLG_0;Tête de filière
BPCUSTOMER;Clients;X4REGREL_0;Règle reliquats
BPCUSTOMER;Clients;X4TOLGEN_0;Tolérance générale
BPCUSTOMER;Clients;X4MRGTRSAPP_0;Marges transport applicables
BPCUSTOMER;Clients;X1CDPRSP_0;Code compte
BPCUSTOMER;Clients;X1SITE_0;Code Site/Appli
BPCUSTOMER;Clients;X1TOLFLG_0;Tolérance prépa
BPCUSTOMER;Clients;X1TOLMAX_0;% tolérance maxi
BPCUSTOMER;Clients;X1TOLMIN_0;% tolérance mini
BPCUSTOMER;Clients;BPCCDTISR_0;Compagnie assur.
BPCUSTOMER;Clients;VATSTRDAT_0;Date TVA début
BPCUSTOMER;Clients;VATENDDAT_0;Date TVA fin
BPCUSTOMER;Clients;CREDATTIM_0;Date heure
BPCUSTOMER;Clients;UPDDATTIM_0;Date heure
BPCUSTOMER;Clients;INVCND_0;Condition de facturation
BPCUSTOMER;Clients;BPDADD_0;Adresse client livré par défaut
BPCUSTOMER;Clients;PRITYP_0;Prix HT/TTC
BPCUSTOMER;Clients;TPMCOD_0;Code modèle
BPCUSTOMER;Clients;BPCNAM_0;Raison sociale
BPCUSTOMER;Clients;BPCINV_0;Client facture
BPCUSTOMER;Clients;BPCPYR_0;Client payeur
BPCUSTOMER;Clients;BPCGRU_0;Client groupe
BPCUSTOMER;Clients;BPCSTA_0;Client actif
BPCUSTOMER;Clients;PPTFLG_0;Prospect
BPCUSTOMER;Clients;BPCBPSNUM_0;Notre no fournisseur chez le client
BPCUSTOMER;Clients;FREINV_0;Facturation du port
BPCUSTOMER;Clients;FUPMINAMT_0;Montant minimum relance
BPCUSTOMER;Clients;INVDTAAMT_0;% ou montant facturation
BPCUSTOMER;Clients;UPDDAT_0;Date modification
BPCUSTOMER;Clients;CREDAT_0;Date création
BPCUSTOMER;Clients;AGTSATTAX_0;Agent perception taxes provinciales
BPCUSTOMER;Clients;FLGSATTAX_0;Agent perception taxes provinciales
BPCUSTOMER;Clients;SATTAX_0;Code province
BPCUSTOMER;Clients;COTCHX_0;Contrat de service
BPCUSTOMER;Clients;TOTPIT_0;Crédit total de jetons
BPCUSTOMER;Clients;BUS_0;Activité
BPCUSTOMER;Clients;XAMTEXO_0;Cumul exo TVA
BPCUSTOMER;Clients;DEP_0;Escompte
BPCUSTOMER;Clients;TSCCOD_0;Famille statistique
BPCUSTOMER;Clients;ORIPPT_0;Origine
BPCUSTOMER;Clients;PITCPT_0;Complément
BPCUSTOMER;Clients;PAYBAN_0;Banque règlement
BPCUSTOMER;Clients;CCE_0;Section
BPCUSTOMER;Clients;BPCSHO_0;Intitulé court
BPCUSTOMER;Clients;BCGCOD_0;Catégorie
BPCUSTOMER;Clients;GRP_0;Groupe
BPCUSTOMER;Clients;BPCTYP_0;Type
BPCUSTOMER;Clients;LNDAUZ_0;Autorisation prêt
BPCUSTOMER;Clients;XCUR_0;Devise
BPCUSTOMER;Clients;DIA_0;Schéma de comptes
BPCUSTOMER;Clients;COPNBR_0;Nombre exemplaires facture
BPCUSTOMER;Clients;INVPER_0;Périodicité facturation
BPCUSTOMER;Clients;ORDCLE_0;Autorisation solde commande
BPCUSTOMER;Clients;ODL_0;1 commande par livraison
BPCUSTOMER;Clients;QUOLASDAT_0;Date dernier devis
BPCUSTOMER;Clients;REP_0;Représentant
BPCUSTOMER;Clients;CHGTYP_0;Type cours devise
BPCUSTOMER;Clients;ORDMINAMT_0;Montant mini commande
BPCUSTOMER;Clients;CNTNEXTYP_0;Type prochain contact
BPCUSTOMER;Clients;UPDUSR_0;Opérateur modification
BPCUSTOMER;Clients;ABCCLS_0;Catégorie ABC
BPCUSTOMER;Clients;EXPNUM_0;Numéro export
BPCUSTOMER;Clients;BPAINV_0;Adresse
BPCUSTOMER;Clients;BPAPYR_0;Adresse
BPCUSTOMER;Clients;CREUSR_0;Opérateur création
BPCUSTOMER;Clients;CSHVATRGM_0;Règle taxe
BPCUSTOMER;Clients;PTE_0;Condition paiement
BPCUSTOMER;Clients;INVDTA_0;Elément de facturation
BPCUSTOMER;Clients;BPCNUM_0;Client
BPCUSTOMER;Clients;FCTNUM_0;Factor
BPCUSTOMER;Clients;COMCAT_0;Catégorie commission
BPCUSTOMER;Clients;VACBPR_0;Régime taxe
BPCUSTOMER;Clients;XVACBPR_0;Régime taxe
BPCUSTOMER;Clients;CUR_0;Devise
BPCUSTOMER;Clients;MTCFLG_0;Lettrable
BPCUSTOMER;Clients;ORDTEX_0;Texte entête cde
BPCUSTOMER;Clients;INVTEX_0;Texte entête facture
BPCUSTOMER;Clients;OCNFLG_0;Impression ARC
BPCUSTOMER;Clients;DUDCLC_0;Origine échéance
BPCUSTOMER;Clients;DME_0;Livraison partielle
BPDLVCUST;Clients livrés;BPDNAM_0;Raison sociale
BPDLVCUST;Clients livrés;SSTENTCOD_0;Code exonération NA
BPDLVCUST;Clients livrés;RCPFCY_0;Site réception
BPDLVCUST;Clients livrés;EECICT_0;Incoterm
BPDLVCUST;Clients livrés;UPDUSR_0;Opérateur modif
BPDLVCUST;Clients livrés;UPDDAT_0;Date modification
BPDLVCUST;Clients livrés;SCOLOC_0;Emp sous-traitant
BPDLVCUST;Clients livrés;CPY_0;Société
BPDLVCUST;Clients livrés;UVYDAY1_0;Lundi
BPDLVCUST;Clients livrés;UVYDAY2_0;Mardi
BPDLVCUST;Clients livrés;UVYDAY3_0;Mercredi
BPDLVCUST;Clients livrés;UVYDAY4_0;Jeudi
BPDLVCUST;Clients livrés;UVYDAY5_0;Vendredi
BPDLVCUST;Clients livrés;UVYDAY6_0;Samedi
BPDLVCUST;Clients livrés;UVYDAY7_0;Dimanche
BPDLVCUST;Clients livrés;CREDAT_0;Date création
BPDLVCUST;Clients livrés;XSTOLV_0;Lieu stockage
BPDLVCUST;Clients livrés;REP_0;Représentant
BPDLVCUST;Clients livrés;DLVTEX_0;Texte entête livrais
BPDLVCUST;Clients livrés;FFWNUM_0;Numéro transitaire
BPDLVCUST;Clients livrés;EECLOC_0;Lieu transport DEB
BPDLVCUST;Clients livrés;DAYLTI_0;Délai livraison en jours
BPDLVCUST;Clients livrés;NPRFLG_0;Impression bon préparation
BPDLVCUST;Clients livrés;NDEFLG_0;Impression bon livraison
BPDLVCUST;Clients livrés;BPTNUM_0;Transporteur
BPDLVCUST;Clients livrés;EXPNUM_0;Numéro export
BPDLVCUST;Clients livrés;LAN_0;Langue
BPDLVCUST;Clients livrés;CREUSR_0;Opérateur création
BPDLVCUST;Clients livrés;BPCNUM_0;Client
BPDLVCUST;Clients livrés;VACBPR_0;Régime taxe
BPDLVCUST;Clients livrés;STOFCY_0;Site expédition
BPDLVCUST;Clients livrés;UVYCOD_0;Indisponibilité
BPDLVCUST;Clients livrés;BPAADD_0;Adresse livraison
BPDLVCUST;Clients livrés;FFWADD_0;Adresse transitaire
BPDLVCUST;Clients livrés;ICTCTY_0;Ville Incoterm
BPDLVCUST;Clients livrés;GEOCOD_0;Géo code
BPDLVCUST;Clients livrés;INSCTYFLG_0;Flag intérieur ville
BPDLVCUST;Clients livrés;TAXEXN_0;no exemption taxe
BPDLVCUST;Clients livrés;BPDEXNFLG_0;flag exemption
BPDLVCUST;Clients livrés;EECINCRAT_0;Majoration DEB
BPDLVCUST;Clients livrés;BPCLOC_0;Emplacement prêt
BPDLVCUST;Clients livrés;PRPTEX_0;Texte entête préparation
BPDLVCUST;Clients livrés;MDL_0;Mode livraison
BPDLVCUST;Clients livrés;DRN_0;No tournée
BPDLVCUST;Clients livrés;DLVPIO_0;Priorité livraison
BPDLVCUST;Clients livrés;ENAFLG_0;Actif en sélection
BPDLVCUST;Clients livrés;XEDICOD_0;Gestion EDI
BPDLVCUST;Clients livrés;XCNTNUM_0;Contact site
BPDLVCUST;Clients livrés;AUUID_0;Identifiant unique
BPDLVCUST;Clients livrés;X4BP2BL_0;Reprise n°BP sur BL
BPDLVCUST;Clients livrés;X1SURMLTBL_0;Sur-Emballage multi-BL
BPDLVCUST;Clients livrés;X1SURMLTBP_0;Sur-Emballage multi-BP
BPDLVCUST;Clients livrés;X1SURMLTPRO_0;Sur-Emballage multi-produit
BPDLVCUST;Clients livrés;CREDATTIM_0;Date heure
BPDLVCUST;Clients livrés;UPDDATTIM_0;Date heure
BPDLVCUST;Clients livrés;EECNUM_0;Identification UE
BPEXCEPT;Exception tiers-société;BPRNUM_0;Tiers
BPEXCEPT;Exception tiers-société;ACCBPS_0;Code comptable fournisseur
BPEXCEPT;Exception tiers-société;XAMTEXO_0;Cumul exo TVA
BPEXCEPT;Exception tiers-société;ACEAUZ_0;Autorisation
BPEXCEPT;Exception tiers-société;CPY_0;Société
BPEXCEPT;Exception tiers-société;CREUSR_0;Utilisateur
BPEXCEPT;Exception tiers-société;UPDUSR_0;Utilisateur
BPEXCEPT;Exception tiers-société;XVACBPR_0;Régime taxe
BPEXCEPT;Exception tiers-société;XCUR_0;Devise
BPEXCEPT;Exception tiers-société;AUUID_0;Identifiant unique
BPEXCEPT;Exception tiers-société;CFOEXDCPY_0;Hors prévisions
BPEXCEPT;Exception tiers-société;VACBPC_0;Régime taxe client
BPEXCEPT;Exception tiers-société;VACBPS_0;Régime taxe fournisseur
BPEXCEPT;Exception tiers-société;XYEAEXO_0;Année autor.
BPEXCEPT;Exception tiers-société;PAYDAY_0;Délai contractuel
BPEXCEPT;Exception tiers-société;CREDATTIM_0;Date heure
BPEXCEPT;Exception tiers-société;UPDDATTIM_0;Date heure
BPEXCEPT;Exception tiers-société;PAYBANBVR_0;Banque règlement BVR/QR
BPEXCEPT;Exception tiers-société;PTEBPC_0;Conditions de paiement client
BPEXCEPT;Exception tiers-société;PTEBPS_0;Conditions de paiement fournisseur
BPEXCEPT;Exception tiers-société;ACCBPC_0;Code comptable client
BPEXCEPT;Exception tiers-société;DEPBPC_0;Escompte client
BPEXCEPT;Exception tiers-société;DEPBPS_0;Escompte fournisseur
BPEXCEPT;Exception tiers-société;VACBPR_0;Régime taxe tiers
BPMISC;Donneur d'ordre/Tiers divers;ALHX_0;Champs alphanumériques
BPMISC;Donneur d'ordre/Tiers divers;UPDUSR_0;Opérateur modif
BPMISC;Donneur d'ordre/Tiers divers;UPDDATTIM_0;Date heure
BPMISC;Donneur d'ordre/Tiers divers;CREDATTIM_0;Date heure
BPMISC;Donneur d'ordre/Tiers divers;AUUID_0;Identifiant unique
BPMISC;Donneur d'ordre/Tiers divers;DCBX_0;Champs décimal
BPMISC;Donneur d'ordre/Tiers divers;INTX_0;Champs entier
BPMISC;Donneur d'ordre/Tiers divers;DATX_0;Champs date
BPMISC;Donneur d'ordre/Tiers divers;CREUSR_0;Opérateur création
BPMISC;Donneur d'ordre/Tiers divers;BPRTYP_0;Type de tiers
BPMISC;Donneur d'ordre/Tiers divers;BPRNUM_0;Code tiers
BPMISC;Donneur d'ordre/Tiers divers;CREDAT_0;Date création
BPMISC;Donneur d'ordre/Tiers divers;UPDDAT_0;Date modification
BPMISCCGF;Configuration tiers divers;AUUID_0;Identifiant unique
BPMISCCGF;Configuration tiers divers;CREDATTIM_0;Date heure
BPMISCCGF;Configuration tiers divers;UPDUSR_0;Utilisateur
BPMISCCGF;Configuration tiers divers;CREUSR_0;Utilisateur
BPMISCCGF;Configuration tiers divers;LAN_0;Langue
BPMISCCGF;Configuration tiers divers;UPDDATTIM_0;Date heure
BPMISCCGF;Configuration tiers divers;TTRINT_0;Titre champs entiers
BPMISCCGF;Configuration tiers divers;TTRDAT_0;Titre champs date
BPMISCCGF;Configuration tiers divers;TTRBLC_0;Titre bloc
BPMISCCGF;Configuration tiers divers;TTRALH_0;Titre champs alpha
BPMISCCGF;Configuration tiers divers;BPRTYP_0;Type de tiers
BPMISCCGF;Configuration tiers divers;TTRDCB_0;Titre champs décimal
BPSCATEG;Catégorie fournisseur;TSSCOD_0;Famille statistique
BPSCATEG;Catégorie fournisseur;TPMCOD_0;Code modèle
BPSCATEG;Catégorie fournisseur;BPTNUM_0;No transporteur
BPSCATEG;Catégorie fournisseur;REFCOU_0;Compteur
BPSCATEG;Catégorie fournisseur;PLISTC_0;Code structure du tarif
BPSCATEG;Catégorie fournisseur;EECICT_0;Incoterm
BPSCATEG;Catégorie fournisseur;EECICT2_0;Incoterm
BPSCATEG;Catégorie fournisseur;CREDAT_0;Date création
BPSCATEG;Catégorie fournisseur;UPDUSR_0;Opérateur modif
BPSCATEG;Catégorie fournisseur;UPDDAT_0;Date modification
BPSCATEG;Catégorie fournisseur;BSGDES_0;Intitulé
BPSCATEG;Catégorie fournisseur;DESAXX_0;Intitulé
BPSCATEG;Catégorie fournisseur;AMTCOD_0;Code montant
BPSCATEG;Catégorie fournisseur;RITCOD_0;Code retenue
BPSCATEG;Catégorie fournisseur;DEP_0;Code escompte
BPSCATEG;Catégorie fournisseur;DADFLG_0;DAS2
BPSCATEG;Catégorie fournisseur;PAYBAN_0;Banque règlement
BPSCATEG;Catégorie fournisseur;FUPFLG_0;Relance des livraisons en retard
BPSCATEG;Catégorie fournisseur;OCNFLG_0;Relance ARC
BPSCATEG;Catégorie fournisseur;CCE_0;Section
BPSCATEG;Catégorie fournisseur;BSGCOD_0;Catégorie
BPSCATEG;Catégorie fournisseur;UVYDAY1_0;Lundi
BPSCATEG;Catégorie fournisseur;UVYDAY2_0;Mardi
BPSCATEG;Catégorie fournisseur;UVYDAY3_0;Mercredi
BPSCATEG;Catégorie fournisseur;UVYDAY4_0;Jeudi
BPSCATEG;Catégorie fournisseur;UVYDAY5_0;Vendredi
BPSCATEG;Catégorie fournisseur;UVYDAY6_0;Samedi
BPSCATEG;Catégorie fournisseur;UVYDAY7_0;Dimanche
BPSCATEG;Catégorie fournisseur;OSTCTL_0;Contrôle encours
BPSCATEG;Catégorie fournisseur;CHGTYP_0;Type cours
BPSCATEG;Catégorie fournisseur;DIA_0;Schéma de comptes
BPSCATEG;Catégorie fournisseur;CRY_0;Pays
BPSCATEG;Catégorie fournisseur;SEVLIN_0;Gestion de plusieurs lignes sur cde
BPSCATEG;Catégorie fournisseur;INVDTAAMT_0;% ou Montant Element de facturation
BPSCATEG;Catégorie fournisseur;LTIMRKCOE_0;Coefficient délai
BPSCATEG;Catégorie fournisseur;ORDMINAMT_0;Montant minimum de commande
BPSCATEG;Catégorie fournisseur;DUDCLC_0;Date origine pour calcul échéance
BPSCATEG;Catégorie fournisseur;NORPRNFLG_0;Edition du bon commande
BPSCATEG;Catégorie fournisseur;BSGSHO_0;Intitulé court
BPSCATEG;Catégorie fournisseur;SHOAXX_0;Intitulé court
BPSCATEG;Catégorie fournisseur;PRIMRKCOE_0;Coefficient prix
BPSCATEG;Catégorie fournisseur;FFWNUM_0;Numéro transitaire
BPSCATEG;Catégorie fournisseur;EECLOC_0;Lieu transport DEB
BPSCATEG;Catégorie fournisseur;EECLOC2_0;Lieu transport DEB
BPSCATEG;Catégorie fournisseur;ABCCLS_0;Catégorie ABC
BPSCATEG;Catégorie fournisseur;LAN_0;Langue
BPSCATEG;Catégorie fournisseur;EXPNUM_0;Numéro Export
BPSCATEG;Catégorie fournisseur;CREUSR_0;Opérateur création
BPSCATEG;Catégorie fournisseur;PTE_0;Condition paiement
BPSCATEG;Catégorie fournisseur;INVDTA_0;Elément de facturation
BPSCATEG;Catégorie fournisseur;VACBPR_0;Régime taxe
BPSCATEG;Catégorie fournisseur;CUR_0;Devise
BPSCATEG;Catégorie fournisseur;BPSTYP_0;Type fournisseur
BPSCATEG;Catégorie fournisseur;QLYMRKCOE_0;Coefficient qualité
BPSCATEG;Catégorie fournisseur;QTYMRKCOE_0;Coefficient quantité
BPSCATEG;Catégorie fournisseur;RSKMRKCOE_0;Coefficient libre
BPSCATEG;Catégorie fournisseur;OSTAUZAMT_0;Encours autorisé
BPSCATEG;Catégorie fournisseur;EECINCRAT2_0;Majoration DEB
BPSCATEG;Catégorie fournisseur;EECINCRAT_0;Majoration statistique DEB
BPSCATEG;Catégorie fournisseur;PURPRITYP_0;Type montant
BPSCATEG;Catégorie fournisseur;NREPRNFLG_0;Edition du bon réception
BPSCATEG;Catégorie fournisseur;NRTPRNFLG_0;Edition du bon retour
BPSCATEG;Catégorie fournisseur;RITRAT_0;Tx abattement retenue source
BPSCATEG;Catégorie fournisseur;CREMOD_0;Mode création
BPSCATEG;Catégorie fournisseur;MDL_0;Mode livraison
BPSCATEG;Catégorie fournisseur;UVYCOD_0;Code Indisponibilité
BPSCATEG;Catégorie fournisseur;UVYCOD2_0;Code Indisponibilité
BPSCATEG;Catégorie fournisseur;ACCCOD_0;Code comptable
BPSCATEG;Catégorie fournisseur;MATTOL_0;Règle rapprochement
BPSCATEG;Catégorie fournisseur;FRM1099_0;Formulaire 1099
BPSCATEG;Catégorie fournisseur;BOX1099_0;Case 1099
BPSCATEG;Catégorie fournisseur;AUUID_0;Identifiant unique
BPSCATEG;Catégorie fournisseur;FLG281_0;281.5
BPSCATEG;Catégorie fournisseur;DIE_0;Code axe
BPSCATEG;Catégorie fournisseur;RITNBR_0;Nombre de codes
BPSCATEG;Catégorie fournisseur;CREDATTIM_0;Date heure
BPSCATEG;Catégorie fournisseur;UPDDATTIM_0;Date heure
BPSCATEG;Catégorie fournisseur;ORDFREFRT_0;Seuil gratuité port
BPSHISUPLN;Adresses d'expéditions;BPSADD_0;Adresse expéditeur
BPSHISUPLN;Adresses d'expéditions;UPDDATTIM_0;Date heure
BPSHISUPLN;Adresses d'expéditions;CREDATTIM_0;Date heure
BPSHISUPLN;Adresses d'expéditions;CREUSR_0;Opérateur création
BPSHISUPLN;Adresses d'expéditions;AUUID_0;Identifiant unique
BPSHISUPLN;Adresses d'expéditions;CREDAT_0;Date création
BPSHISUPLN;Adresses d'expéditions;UPDDAT_0;Date modification
BPSHISUPLN;Adresses d'expéditions;BPSNUM_0;Fournisseur
BPSHISUPLN;Adresses d'expéditions;UPDUSR_0;Opérateur modification
BPSHISUPLN;Adresses d'expéditions;CPY_0;Société
BPSHISUPLN;Adresses d'expéditions;BPSSHI_0;Fournisseur expéditeur
BPSHISUPP;Fournisseurs expéditeurs;UVYDAY3_0;Mercredi
BPSHISUPP;Fournisseurs expéditeurs;UVYDAY4_0;Jeudi
BPSHISUPP;Fournisseurs expéditeurs;UVYDAY5_0;Vendredi
BPSHISUPP;Fournisseurs expéditeurs;UVYDAY6_0;Samedi
BPSHISUPP;Fournisseurs expéditeurs;UVYDAY7_0;Dimanche
BPSHISUPP;Fournisseurs expéditeurs;FFWNUM_0;Numéro transitaire
BPSHISUPP;Fournisseurs expéditeurs;EECLOC_0;Lieu transport DEB
BPSHISUPP;Fournisseurs expéditeurs;EXPNUM_0;Numéro export
BPSHISUPP;Fournisseurs expéditeurs;CREUSR_0;Opérateur création
BPSHISUPP;Fournisseurs expéditeurs;UVYCOD_0;Indisponibilité
BPSHISUPP;Fournisseurs expéditeurs;FFWADD_0;Adresse transitaire
BPSHISUPP;Fournisseurs expéditeurs;ICTCTY_0;Ville Incoterm
BPSHISUPP;Fournisseurs expéditeurs;EECINCRAT_0;Majoration DEB
BPSHISUPP;Fournisseurs expéditeurs;ENAFLG_0;Actif en sélection
BPSHISUPP;Fournisseurs expéditeurs;AUUID_0;Identifiant unique
BPSHISUPP;Fournisseurs expéditeurs;CREDATTIM_0;Date heure
BPSHISUPP;Fournisseurs expéditeurs;UVYDAY2_0;Mardi
BPSHISUPP;Fournisseurs expéditeurs;UVYDAY1_0;Lundi
BPSHISUPP;Fournisseurs expéditeurs;UPDDAT_0;Date modification
BPSHISUPP;Fournisseurs expéditeurs;DAYLTI_0;Délai expédition en jours
BPSHISUPP;Fournisseurs expéditeurs;BPSSHI_0;Fournisseur expéditeur
BPSHISUPP;Fournisseurs expéditeurs;UPDUSR_0;Opérateur modif
BPSHISUPP;Fournisseurs expéditeurs;CREDAT_0;Date création
BPSHISUPP;Fournisseurs expéditeurs;BPSADD_0;Adresse expéditeur
BPSHISUPP;Fournisseurs expéditeurs;EECICT_0;Incoterm
BPSHISUPP;Fournisseurs expéditeurs;UPDDATTIM_0;Date heure
BPSHISUPP;Fournisseurs expéditeurs;BPSNAM_0;Raison sociale
BPSHISUPP;Fournisseurs expéditeurs;EECNUM_0;Identification UE
BPSINVLIG;Lignes factures tiers fourn;CREDATTIM_0;Date heure
BPSINVLIG;Lignes factures tiers fourn;UPDDATTIM_0;Date heure
BPSINVLIG;Lignes factures tiers fourn;FLGDEP_0;Soumis à escompte
BPSINVLIG;Lignes factures tiers fourn;DCLEECNUM_0;N° déclaration TVA
BPSINVLIG;Lignes factures tiers fourn;PCCCOD_0;Nature de dépense
BPSINVLIG;Lignes factures tiers fourn;DES_0;Commentaire
BPSINVLIG;Lignes factures tiers fourn;LIG_0;Numéro de ligne
BPSINVLIG;Lignes factures tiers fourn;AMTNOTLIN_0;Montant HT
BPSINVLIG;Lignes factures tiers fourn;AMTATILIN_0;Montant TTC
BPSINVLIG;Lignes factures tiers fourn;BPRLIN_0;Tiers
BPSINVLIG;Lignes factures tiers fourn;PURTYP_0;Type achat
BPSINVLIG;Lignes factures tiers fourn;INVTYP_0;Catégorie facture
BPSINVLIG;Lignes factures tiers fourn;DEDVAT_0;TVA déductible
BPSINVLIG;Lignes factures tiers fourn;TAXRCP_0;Taxe provinciale en entrée
BPSINVLIG;Lignes factures tiers fourn;DEDTAXRCP_0;Taxe entrée déductible
BPSINVLIG;Lignes factures tiers fourn;TAXISS_0;Taxe provinciale en sortie
BPSINVLIG;Lignes factures tiers fourn;DEDTAXISS_0;Taxe sortie déductible
BPSINVLIG;Lignes factures tiers fourn;TAXOTH1_0;Autre taxe provinciale 1
BPSINVLIG;Lignes factures tiers fourn;AMTTAXOTH1_0;Montant autre taxe provinciale
BPSINVLIG;Lignes factures tiers fourn;AMTTAXOTH2_0;Montant autre taxe provinciale
BPSINVLIG;Lignes factures tiers fourn;TAXOTH2_0;Autre taxe provinciale 2
BPSINVLIG;Lignes factures tiers fourn;AMTTAXRCP_0;Montant taxe entrée
BPSINVLIG;Lignes factures tiers fourn;AMTTAXISS_0;Montant taxe sortie
BPSINVLIG;Lignes factures tiers fourn;STT1_0;Statistiques
BPSINVLIG;Lignes factures tiers fourn;STT2_0;Statistiques
BPSINVLIG;Lignes factures tiers fourn;STT3_0;Statistiques
BPSINVLIG;Lignes factures tiers fourn;UOM_0;Unité d'oeuvre
BPSINVLIG;Lignes factures tiers fourn;CPYLIN_0;Société
BPSINVLIG;Lignes factures tiers fourn;FCYLIN_0;Site
BPSINVLIG;Lignes factures tiers fourn;PERNBR_0;Périodicité
BPSINVLIG;Lignes factures tiers fourn;PERTYP_0;Périodicité
BPSINVLIG;Lignes factures tiers fourn;NUM_0;Numéro de pièce
BPSINVLIG;Lignes factures tiers fourn;ACC_0;Comptes généraux
BPSINVLIG;Lignes factures tiers fourn;SAC_0;Collectif
BPSINVLIG;Lignes factures tiers fourn;QTY_0;Quantité
BPSINVLIG;Lignes factures tiers fourn;CREUSR_0;Utilisateur
BPSINVLIG;Lignes factures tiers fourn;UPDUSR_0;Utilisateur
BPSINVLIG;Lignes factures tiers fourn;AMTTAX1_0;Montant taxe
BPSINVLIG;Lignes factures tiers fourn;AMTTAX2_0;Montant taxe
BPSINVLIG;Lignes factures tiers fourn;AMTVAT_0;Montant taxe
BPSINVLIG;Lignes factures tiers fourn;DSP_0;Répartition a priori
BPSINVLIG;Lignes factures tiers fourn;DEDTAXOTH1_0;Succursale
BPSINVLIG;Lignes factures tiers fourn;DEDTAXOTH2_0;Succursale
BPSINVLIG;Lignes factures tiers fourn;DEDTAX1_0;Taxe déductible
BPSINVLIG;Lignes factures tiers fourn;DEDTAX2_0;Taxe déductible
BPSINVLIG;Lignes factures tiers fourn;RITCODSRC_0;Code retenue source
BPSINVLIG;Lignes factures tiers fourn;PJTLIN_0;Affaire
BPSINVLIG;Lignes factures tiers fourn;TAX1_0;Taxe 1
BPSINVLIG;Lignes factures tiers fourn;TAX2_0;Taxe 2
BPSINVLIG;Lignes factures tiers fourn;VAT_0;Taxe 3
BPSINVLIG;Lignes factures tiers fourn;STRDAT_0;Date début
BPSINVLIG;Lignes factures tiers fourn;ENDDAT_0;Date fin
BPSINVLIG;Lignes factures tiers fourn;LED_0;Référentiel
BPSINVLIG;Lignes factures tiers fourn;AUUID_0;Identifiant unique
BPSINVLIG;Lignes factures tiers fourn;FLG1099_0;1099 (USA)
BPSINVLIG;Lignes factures tiers fourn;COA_0;Code plan
BPSINVLIGA;Ligne analytique tiers fourn;COA_0;Code plan
BPSINVLIGA;Ligne analytique tiers fourn;DIE_0;Code axe
BPSINVLIGA;Ligne analytique tiers fourn;UPDDATTIM_0;Date heure
BPSINVLIGA;Ligne analytique tiers fourn;LIG_0;Numéro de ligne
BPSINVLIGA;Ligne analytique tiers fourn;ANALIG_0;Numéro d'ordre
BPSINVLIGA;Ligne analytique tiers fourn;INVTYP_0;Catégorie facture
BPSINVLIGA;Ligne analytique tiers fourn;UOM_0;Unité d'oeuvre
BPSINVLIGA;Ligne analytique tiers fourn;NUM_0;Numéro de pièce
BPSINVLIGA;Ligne analytique tiers fourn;ACC_0;Comptes généraux
BPSINVLIGA;Ligne analytique tiers fourn;AMT_0;Montant
BPSINVLIGA;Ligne analytique tiers fourn;QTY_0;Quantité
BPSINVLIGA;Ligne analytique tiers fourn;CREUSR_0;Utilisateur
BPSINVLIGA;Ligne analytique tiers fourn;UPDUSR_0;Utilisateur
BPSINVLIGA;Ligne analytique tiers fourn;CCE_0;Section analytique
BPSINVLIGA;Ligne analytique tiers fourn;AUUID_0;Identifiant unique
BPSINVLIGA;Ligne analytique tiers fourn;CREDATTIM_0;Date heure
BPSUPPLIER;Fournisseurs;X4ELTPOIAPP_0;Elt poids appliqué
BPSUPPLIER;Fournisseurs;XRSKMRKTGT_0;Objectif note libre
BPSUPPLIER;Fournisseurs;FLG281_0;281.5
BPSUPPLIER;Fournisseurs;DIE_0;Code axe
BPSUPPLIER;Fournisseurs;CSHDAT_0;Date limite (TVA/encaiss.)
BPSUPPLIER;Fournisseurs;CSHVAT_0;Régime TVA sur encaissements
BPSUPPLIER;Fournisseurs;IPTEXS_0;Imputation des frais
BPSUPPLIER;Fournisseurs;BPCNUM_0;Code client chez le fournisseur
BPSUPPLIER;Fournisseurs;REXNUM_0;Numéro REX
BPSUPPLIER;Fournisseurs;CREDATTIM_0;Date heure
BPSUPPLIER;Fournisseurs;UPDDATTIM_0;Date heure
BPSUPPLIER;Fournisseurs;AUTINVCOD_0;Code facture auto
BPSUPPLIER;Fournisseurs;WLFLG_0;Sans vérification LB
BPSUPPLIER;Fournisseurs;ORDFREFRT_0;Seuil gratuité port
BPSUPPLIER;Fournisseurs;BPRDSP_0;Répartition interface paie
BPSUPPLIER;Fournisseurs;YNBDOC_0;Nb exempl. CDE
BPSUPPLIER;Fournisseurs;XSEUILRAD_0;Seuil radiation
BPSUPPLIER;Fournisseurs;BPSRSK_0;Tiers risque
BPSUPPLIER;Fournisseurs;LOC_0;Emplacement
BPSUPPLIER;Fournisseurs;PTE_0;Condition paiement
BPSUPPLIER;Fournisseurs;INVDTA_0;Elément de facturation
BPSUPPLIER;Fournisseurs;VACBPR_0;Régime taxe
BPSUPPLIER;Fournisseurs;CAI_0;Numéro CAI
BPSUPPLIER;Fournisseurs;DATVLYCAI_0;Date validité CAI
BPSUPPLIER;Fournisseurs;BPSINV_0;Fournisseur facture
BPSUPPLIER;Fournisseurs;BPSNUM_0;Fournisseur
BPSUPPLIER;Fournisseurs;BPSTYP_0;Type fournisseur
